"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"1",0.050328227571116,0.0350109409190372,0.0196936542669584,0.0240700218818381,0.0765864332603939,0.146608315098468,0.185995623632385,0.118161925601751,0.087527352297593,0.0568927789934354,0.0656455142231947,0.0612691466083151,0.0350109409190372,0.0196936542669584,0.0109409190371991,0.00437636761487965,0.00218818380743982
"2",0.00775945683802134,0.0630455868089234,0.02909796314258,0.0164888457807953,0.0630455868089234,0.13094083414161,0.173617846750727,0.127061105722599,0.113482056256062,0.0678952473326867,0.061105722599418,0.040737148399612,0.0358874878758487,0.0417070805043647,0.0184287099903007,0.00775945683802134,0.00193986420950533
"3",0.0068073519400953,0.023144996596324,0.0646698434309054,0.0388019060585432,0.056501021102791,0.0850918992511913,0.127297481279782,0.140231449965963,0.139550714771954,0.0932607215793056,0.0653505786249149,0.044928522804629,0.0367597004765146,0.0326752893124575,0.0265486725663717,0.0122532334921715,0.00612661674608577
"4",0.00238435860753457,0.00906056270863138,0.0300429184549356,0.0834525512637101,0.0882212684787792,0.0991893180734382,0.105388650453028,0.104434907010014,0.124940391034812,0.121602288984263,0.0710538865045303,0.0424415832141154,0.0376728659990463,0.0338578922269909,0.0233667143538388,0.0171673819742489,0.00572246065808298
"5",0.00625150276508776,0.0108199086318827,0.0180331810531378,0.041356095215196,0.162779514306324,0.120942534263044,0.110363068045203,0.0827121904303919,0.0954556383746093,0.10074537148353,0.0867997114691031,0.0521760038470786,0.0425583072854051,0.0278913200288531,0.0226015869199327,0.0122625631161337,0.00625150276508776
"6",0.00953763217914161,0.0153431474186191,0.0174165457184325,0.0304789550072569,0.0974497200912295,0.186605846983205,0.140369064897367,0.0887414472320133,0.0750570184532449,0.0930955836616214,0.0810698735227037,0.0590918515446817,0.0433340244660999,0.0311009744972009,0.0184532448683392,0.00850093302923492,0.00435413642960813
"7",0.0103369857349597,0.018193094893529,0.0332850940665702,0.0326648749224726,0.0824891461649783,0.118255116807939,0.189580318379161,0.102129419061402,0.0895182964647509,0.0829026255943767,0.0719454207153194,0.0580938598304734,0.0461029563779202,0.0322513954930742,0.0186065743229274,0.00888980773206533,0.00475501343808146
"8",0.00726676043131739,0.0154711673699015,0.0276605719643694,0.0403187998124707,0.0752461322081575,0.115096108766995,0.109939052977028,0.146038443506798,0.110642287857478,0.0925925925925926,0.073370839193624,0.0602437880918894,0.0506329113924051,0.036333802156587,0.0241443975621191,0.0103141115799344,0.0046882325363338
"9",0.00537778972842162,0.0129066953482119,0.0244689432643184,0.0475934390965313,0.099757999462221,0.115084700188223,0.107286905082011,0.106749126109169,0.139822532938962,0.101102446894326,0.0787846195213767,0.0510890024200054,0.0435600968002151,0.0311911804248454,0.0207044904544232,0.0118311374025276,0.00268889486421081
"10",0.00611214456550625,0.00797236247674728,0.0191336699441935,0.0411905394631943,0.0932766409779431,0.132341217114005,0.0993887855434494,0.08769598724422,0.0940738772256179,0.15174063247409,0.0884932234918948,0.0555407919213394,0.0473026840287005,0.0353441403135796,0.0260430507573744,0.0111613074674462,0.00318894499069891
"11",0.00642201834862385,0.0119266055045872,0.0186544342507645,0.0318042813455657,0.100611620795107,0.126911314984709,0.110091743119266,0.0889908256880734,0.0825688073394495,0.099388379204893,0.134862385321101,0.0663608562691131,0.0464831804281346,0.0345565749235474,0.0235474006116208,0.0125382262996942,0.00428134556574924
"12",0.00695012264922322,0.0102207686017989,0.0196238757154538,0.0314799672935405,0.0739983646770237,0.116925592804579,0.129190515126738,0.105069501226492,0.080130825838103,0.0768601798855274,0.0760425183973835,0.130825838103025,0.0645952575633688,0.0392477514309076,0.0204415372035977,0.0114472608340147,0.00695012264922322
"13",0.00766650694777192,0.0124580737901294,0.0229995208433158,0.0431241015812171,0.0637278390033541,0.103977000479157,0.125539051269765,0.107331097268807,0.0828941063727839,0.0828941063727839,0.0781025395304265,0.0718735026353618,0.104456157163392,0.0517489218974605,0.0220412074748443,0.0114997604216579,0.00766650694777192
"14",0.00742942050520059,0.012630014858841,0.0208023774145617,0.0356612184249629,0.0705794947994056,0.104011887072808,0.116641901931649,0.099554234769688,0.106983655274889,0.0713224368499257,0.0824665676077266,0.0557206537890045,0.0549777117384844,0.0906389301634472,0.0416047548291233,0.0170876671619614,0.011887072808321
"15",0.00503524672708963,0.0100704934541793,0.014098690835851,0.0302114803625378,0.0835850956696878,0.11178247734139,0.104733131923464,0.0795568982880161,0.0906344410876133,0.0986908358509567,0.0785498489425982,0.0604229607250755,0.0563947633434038,0.0553877139979859,0.0896273917421954,0.0171198388721047,0.014098690835851
"16",0.00626304801670146,0.00417536534446764,0.0250521920668058,0.0396659707724426,0.0939457202505219,0.121085594989562,0.100208768267223,0.0751565762004175,0.100208768267223,0.118997912317328,0.0855949895615866,0.0354906054279749,0.0501043841336117,0.0334029227557411,0.0250521920668058,0.0668058455114822,0.0187891440501044
"17",0.00970873786407767,0.00970873786407767,0.0323624595469256,0.0485436893203883,0.0550161812297735,0.119741100323625,0.0744336569579288,0.0776699029126214,0.0776699029126214,0.0970873786407767,0.0841423948220065,0.0776699029126214,0.0388349514563107,0.0485436893203883,0.0485436893203883,0.0323624595469256,0.0679611650485437
